x,y,z
7,102,211
169,241,1
141,96,352
81,95,325
280,22,83
159,205,209
47,225,18
189,32,9
60,147,225
36,297,248
88,176,363
200,175,234
151,271,364
179,44,93
69,26,1
223,103,1
224,145,1
25,155,15
250,102,1
133,140,10
232,15,173
90,168,1
107,268,1
190,225,1
130,113,299
106,87,113
134,15,70
247,215,198
232,272,1
0,219,6
10,117,154
272,53,130
5,184,96
245,149,2
235,292,1
56,299,2
292,128,1
29,210,2
140,66,0
171,59,1156
199,117,204
45,216,41
292,97,104
53,280,1
20,270,345
293,66,144
255,229,12
122,79,10
217,46,79
162,208,55
263,112,1
46,297,188
51,43,47
125,267,70
251,209,1
187,59,819
219,93,1
117,132,938
261,210,203
130,152,69
132,136,1
229,252,294
176,9,1
122,31,1
254,281,9
223,60,172
76,203,103
282,99,1
117,242,431
26,81,6
168,271,101
220,63,10
45,128,1
184,47,1
205,275,165
263,73,10
209,79,7
164,262,1
258,144,8
264,162,1
44,138,1
115,233,1
195,144,803
33,140,4
122,179,3
112,14,187
42,200,14
164,250,117
151,104,1
236,89,119
193,199,223
132,15,15
274,48,153
165,3,384
175,16,397
120,186,1
260,102,8
158,34,0
220,113,230
55,164,230
45,47,1
239,199,7
235,12,315
89,160,124
150,285,1
78,157,9
191,275,195
118,153,1
268,261,164
247,123,1
222,79,179
101,230,6
241,90,3
97,163,1
201,85,150
225,194,11
71,149,1
80,10,155
138,196,1
259,78,189
17,269,54
59,285,8
273,63,11
139,210,4
33,211,124
3,127,208
26,147,1
161,152,1
1,97,1
49,66,13
256,55,3
253,207,3
191,36,1
186,224,341
57,168,1
124,3,1
86,114,570
180,285,131
276,160,7
202,223,905
219,70,726
281,117,10
75,97,4
136,287,97
219,77,137
88,35,15
3,72,2
214,9,1
171,52,1
279,272,1
27,118,9
127,14,13
267,164,1
248,9,226
142,36,6
24,192,1
112,102,794
235,114,91
237,67,9
239,4,11
264,107,151
156,51,210
201,133,173
68,187,1
135,188,49
171,66,1
101,185,1
75,138,286
82,162,203
9,132,222
21,43,7
275,222,366
144,237,13
128,46,1
67,106,1
169,17,127
240,230,11
108,134,130
148,252,178
118,63,622
224,75,1
130,8,267
25,201,1
194,144,895
180,289,209
213,52,12
178,243,35
177,131,5
160,49,149
133,9,367
291,178,1
162,264,1
1,237,1
288,297,9
179,193,1
220,147,1
177,177,14
179,197,1
90,239,59
156,185,1
238,236,1
60,85,14
181,133,10
263,211,921
199,261,177
161,217,1
239,220,1
227,199,8
17,64,14
157,180,1
278,128,7
21,96,1
123,187,196
219,239,1
39,243,165
291,111,1
181,189,246
296,216,957
158,113,1
270,126,1066
50,124,1
288,120,10
166,106,159
168,49,1
200,15,7
117,21,1
152,222,14
109,257,11
152,226,5
222,127,201
217,185,32
6,186,1
272,275,1
245,111,161
99,85,12
232,84,1
147,248,103
110,218,15
216,156,4
86,170,140
120,60,1
20,145,251
258,170,242
273,33,10
130,21,1004
204,297,1
9,139,1
222,55,237
272,290,0
157,12,96
45,86,1
148,4,1
292,59,3
43,243,1
264,144,3
248,14,1
121,50,206
75,231,1
148,78,230
17,84,1
69,249,320
88,125,330
136,158,1
8,215,13
100,41,14
269,252,13
114,111,214
156,181,8
140,71,325
77,251,245
99,134,1
60,295,1
49,123,252
215,126,15
228,20,195
114,220,5
258,252,1
133,24,1
128,79,4
110,173,1
166,198,189
142,68,14
14,89,138
54,27,1
34,45,1
230,95,10
191,18,4
15,132,7
73,114,14
186,141,162
239,171,9
113,161,85
295,169,1
199,76,38
246,263,341
110,237,3
126,191,191
22,254,288
123,94,14
164,275,0
279,218,259
60,111,3
193,74,152
205,261,186
131,236,11
190,295,219
146,102,93
153,58,309
105,67,18
233,57,328
190,122,1
19,10,1
265,137,86
78,11,15
259,248,219
24,107,1
93,269,207
33,33,140
138,62,4
197,162,31
28,185,67
201,221,170
19,120,11
12,267,1
291,6,2
131,298,1
102,94,1
187,49,10
32,274,125
95,8,226
187,297,37
125,153,1
32,11,65
95,69,226
182,105,1
99,178,1051
236,38,843
155,121,1
224,65,220
104,97,230
37,16,364
265,233,193
290,181,335
195,2,1
152,250,7
129,123,5
259,198,102
128,50,1
165,221,1015
289,83,1
60,55,15
0,191,184
134,126,11
133,271,287
91,78,1
293,228,1
273,17,12
141,46,3
154,242,87
298,283,8
107,55,1
120,67,176
59,281,12
3,127,1
113,45,92
204,80,408
73,283,22
222,138,247
240,257,250
280,175,1
142,4,114
30,84,162
61,204,1
283,61,2
37,175,383
116,2,52
27,130,2
198,78,328
14,66,10
80,125,8
156,263,1
210,63,359
118,195,242
114,204,3
59,94,399
116,129,207
65,173,4
163,248,1
259,148,1
282,124,12
243,281,1
298,258,9
123,130,226
237,92,1
28,252,184
267,141,223
38,178,241
5,219,175
41,176,2
71,54,4
36,13,1
293,85,15
6,122,48
3,269,1
24,181,173
291,113,1
18,161,131
245,182,22
66,253,79
161,193,1
65,185,9
182,156,44
31,299,141
257,82,1
12,20,3
61,59,61
118,204,1
49,297,1
185,231,259
104,252,15
247,81,14
181,6,323
162,197,6
165,277,15
277,267,792
120,257,1193
128,73,184
144,183,25
155,125,111
72,76,1
103,220,2
85,211,193
269,56,0
231,263,1
211,253,585
296,191,66
254,67,151
133,213,63
9,146,255
240,35,11
220,176,396
122,295,325
285,28,10
285,195,239
69,141,12
180,76,44
23,65,2
229,125,1
144,264,125
213,214,1
209,137,12
154,231,15
13,173,4
88,154,134
246,40,94
31,89,50
38,43,2
154,166,14
174,202,1
143,42,15
282,163,400
25,232,12
199,265,14
160,144,1
224,58,3
204,68,1
112,279,112
190,255,10
87,120,141
101,92,17
110,142,5
150,156,379
238,68,50
27,125,6
260,89,9
79,55,1
292,11,35
96,88,208
11,267,15
211,259,8
231,47,359
66,239,107
72,270,1
58,288,1
84,222,295
204,128,12
112,182,5
163,257,1
238,154,225
245,92,1
291,69,75
151,236,1
8,166,1
117,142,1
4,182,91
46,101,5
13,181,1
263,62,11
251,202,392
90,88,11
124,250,1
235,3,358
75,126,171
213,225,1
24,254,8
54,110,145
162,290,265
192,233,131
108,68,11
34,197,192
10,139,157
293,172,83
75,187,354
120,284,1
177,202,6
191,146,1
254,168,115
200,15,244
75,172,1
176,159,1
292,270,10
252,89,242
297,178,10
211,207,209
146,5,10
19,120,49
257,191,149
190,39,223
212,223,106
21,163,59
167,246,235
13,66,79
173,52,131
139,209,1
256,101,103
114,52,1
199,277,1
92,299,6
208,235,1
87,231,91
51,97,11
283,180,13
197,250,13
276,287,30
186,62,319
95,23,14
33,205,1
111,43,1
181,264,1
230,85,30
8,68,244
254,122,0
142,188,6
280,115,1
7,179,193
241,115,296
2,15,7
113,173,56
173,257,71
6,44,1
73,14,1
189,137,14
142,269,8
150,8,1
86,90,212
223,220,74
29,164,166
28,269,1
130,218,1
202,37,1
98,60,11
73,299,12
266,224,5
138,64,1
199,141,2
287,132,101
19,239,342
154,216,66
143,223,2
86,208,1
241,220,103
260,57,54
245,0,1
260,36,9
8,240,70
125,234,12
54,110,187
113,246,105
227,83,1
148,210,226
254,5,1
91,267,117
3,40,13
31,298,247
223,204,1
278,108,1
109,230,11
134,226,13
296,175,115
196,248,74
51,173,10
147,261,368
6,216,13
243,245,114
94,146,1
231,172,1
208,39,210
28,186,11
224,268,175
222,163,4
39,100,1
67,269,9
247,111,1
139,30,221
135,11,84
132,13,1
51,150,2
23,10,15
76,153,380
156,184,5
126,167,5
287,14,186
205,170,6
268,77,4
181,137,1
166,190,1
54,163,1
217,132,13
94,19,173
6,220,12
208,131,339
173,207,12
128,136,1
147,59,283
215,155,10
189,263,234
104,133,156
140,215,1
261,94,1
10,95,130
209,21,38
238,82,1
138,72,38
55,250,195
234,187,15
240,34,47
67,45,1
283,95,307
169,270,1
47,229,11
152,249,335
143,24,22
20,289,1
72,112,236
27,203,51
200,263,78
1,178,163
276,221,880
142,132,1
3,25,1
113,40,23
226,41,2
153,155,1
66,190,4
148,12,1
257,267,563
28,81,1
173,232,82
235,126,338
139,186,1
213,92,1
63,162,15
43,21,1
34,12,10
88,33,35
45,282,1
282,158,7
172,52,2
32,113,186
268,155,1
229,96,216
37,225,113
229,21,1
261,187,1
207,293,127
234,61,0
278,121,62
97,47,308
271,181,397
288,45,321
254,107,8
156,154,13
269,60,1
120,146,1
79,135,94
289,198,292
166,260,1
77,245,6
38,275,7
263,279,239
227,143,203
113,48,133
103,123,1
233,258,146
281,113,57
256,59,11
273,215,0
290,111,2
289,114,383
286,210,479
294,265,1
30,282,13
116,255,1
282,17,91
70,115,20
163,229,1
147,0,180
167,7,1
114,297,8
181,186,136
144,107,1
141,269,345
268,36,175
155,1,1
238,38,108
194,209,337
100,43,0
197,49,213
245,123,1
130,235,1
74,222,110
119,244,210
224,154,54
270,284,1
127,181,122
208,174,67
92,183,304
252,232,11
251,89,393
215,106,1
247,9,217
103,192,28
142,244,286
54,1,9
231,239,22
45,63,170
180,198,1
184,189,7
38,36,7
115,82,227
26,141,25
107,209,48
35,59,64
257,120,1
239,96,63
225,158,135
20,16,43
162,115,1
144,75,240
196,231,1
126,58,158
76,32,5
113,190,170
247,211,59
202,148,1
120,103,20
292,89,4
291,261,0
95,299,96
234,248,171
94,180,249
143,254,129
0,212,594
126,292,1
25,127,264
92,138,11
250,83,1
173,241,29
226,237,9
149,274,1
133,242,551
192,88,799
158,104,3
70,266,375
78,15,239
203,169,170
59,120,16
270,292,1
92,24,13
145,256,235
13,131,1
243,35,1
290,37,319
299,149,421
109,106,64
24,220,13
198,6,135
169,251,15
76,124,183
295,190,2
240,210,3
31,99,60
226,70,361
191,158,27
97,249,1
214,137,1
129,1,60
46,118,5
31,113,70
105,43,47
289,247,1
114,269,1
121,55,1
24,245,1
91,99,6
74,120,8
2,277,244
70,146,13
133,242,125
35,136,1
273,118,194
139,267,149
296,203,1
291,33,80
160,108,178
77,4,1
99,21,1
162,126,214
243,136,207
75,293,11
80,70,0
23,100,1
156,67,11
69,77,228
287,30,1
295,12,11
284,196,216
81,284,5
221,233,1
243,208,233
210,213,72
297,19,1
196,214,178
114,3,1
8,290,6
294,148,1
209,205,248
271,283,139
143,219,110
217,251,904
27,153,121
247,158,1
219,115,78
242,33,1
169,263,108
285,262,11
79,188,1
131,156,1
19,174,307
271,190,1
82,211,1
107,119,1
224,153,119
80,202,117
204,299,213
55,94,246
142,48,70
18,187,114
283,59,5
48,45,109
225,183,3
210,3,1
294,204,1
37,85,318
140,288,548
261,229,1
47,47,5
257,13,107
68,170,198
204,87,9
42,201,620
150,270,52
71,123,1
31,151,53
263,267,5
138,296,14
162,48,1
15,247,1
279,23,211
26,253,1236
80,232,1
252,232,63
18,148,1
109,72,1
218,163,6
294,257,869
27,59,2
251,6,1203
221,79,14
157,7,14
167,17,1052
78,199,1
116,272,1
169,226,3
3,255,9
28,213,276
123,246,1
282,176,1
18,189,1
210,61,272
153,191,1
270,241,101
215,223,0
298,167,2
171,122,55
118,144,1
200,149,15
171,192,235
196,42,6
148,163,1
21,215,166
145,257,14
16,130,160
46,258,1
96,253,1
249,49,4
40,63,0
46,236,81
196,295,139
231,241,254
13,266,1
209,70,107
163,156,226
95,169,1
68,205,235
88,206,6
28,93,37
116,286,380
67,294,26
58,260,8
254,36,33
211,221,132
255,245,73
96,175,1
118,298,348
10,53,219
68,84,1
262,138,6
176,287,1
257,219,72
175,45,1
205,267,1
15,9,147
225,232,38
14,11,13
25,74,12
293,26,115
293,73,1
166,165,4
136,37,1
277,296,12
232,33,1
13,147,2
30,17,296
234,296,1
126,8,18
122,279,340
287,279,263
127,287,585
244,287,14
297,285,10
100,181,1
229,126,255
282,286,79
65,292,5
257,127,36
48,19,1
206,38,10
1,267,199
260,182,2
231,145,1
202,214,12
124,292,80
289,296,269
119,44,3
21,173,1
277,274,151
209,141,241
22,180,52
9,299,1
60,294,11
148,294,54
203,164,9
129,257,241
284,254,209
77,236,12
152,142,4
69,128,3
281,223,426
128,209,212
5,136,1
245,134,178
6,54,1
200,206,1
271,240,1
223,107,0
1,187,199
190,251,1
108,295,1
96,174,1243
104,31,82
92,10,6
257,195,196
232,124,0
52,101,7
69,262,13
251,87,158
271,94,215
14,299,5
126,151,794
115,230,260
259,260,493
195,146,372
5,58,1
14,89,1
72,215,27
39,198,160
198,27,117
287,149,107
73,60,1
69,203,216
65,118,281
150,236,1
149,156,14
123,23,218
272,28,1
296,222,15
9,218,5
250,179,1
269,188,176
204,232,234
245,149,88
105,276,10
269,74,9
208,210,203
289,145,145
102,151,1
118,56,248
116,54,129
72,13,1
85,111,211
182,113,207
149,261,83
242,116,48
88,218,19
41,85,1
157,274,1
42,172,1
131,165,1
41,109,180
20,141,250
45,15,234
159,266,10
75,30,3
271,44,1
228,3,196
118,280,3
55,173,0
192,145,1
34,17,143
176,186,319
247,261,1
97,28,4
197,291,1
42,281,354
157,246,348
10,250,71
53,262,833
252,74,95
49,202,13
132,80,3
250,114,9
201,68,1
24,230,15
159,201,270
22,153,9
98,26,256
220,267,1
217,35,97
78,269,30
142,8,218
222,169,12
79,118,183
59,132,24
10,219,297
299,128,29
34,94,215
191,8,1
277,51,1
183,28,1
91,164,1
286,240,154
48,227,18
240,59,567
37,213,40
106,180,288
241,196,1
101,26,83
266,9,14
238,135,144
119,78,3
166,168,7
89,40,1
5,96,93
110,84,302
149,260,195
179,80,233
134,132,6
8,29,44
73,252,1
187,290,175
229,244,0
179,158,164
126,52,6
40,223,14
217,24,15
13,72,1
171,218,1
16,67,59
150,107,1
114,117,836
205,25,1
46,142,217
286,174,2
167,51,21
177,116,137
235,161,178
22,41,331
225,147,141
271,31,62
107,11,98
221,68,9
260,297,967
239,69,177
275,296,90
287,199,250
122,126,15
235,34,1200
100,260,298
81,83,508
19,235,5
98,263,1
39,53,1
124,161,194
129,18,2
216,145,0
121,18,1
174,296,1
117,198,1
272,195,283
77,64,178
256,24,1
272,8,111
227,291,167
16,110,1
21,225,46
149,182,1
31,52,178
180,150,41
251,295,58
11,39,169
112,208,14
218,208,285
29,206,294
81,248,1
42,241,49
278,81,185
11,161,172
39,218,131
189,270,98
226,261,161
75,36,167
55,92,220
228,15,38
3,135,11
108,288,231
77,269,1
41,222,576
233,28,12
281,82,335
217,113,125
14,5,314
206,108,1
86,117,183
70,186,11
52,224,1
62,245,226
10,227,1
252,148,14
156,253,157
123,43,1
293,227,147
233,154,11
198,105,9
269,287,1
73,78,6
68,99,113
153,34,1
119,138,221
162,246,220
97,157,11
284,274,94
227,107,2
31,92,7
35,288,205
57,203,76
266,15,251
213,41,4
227,92,1
42,41,224
127,124,1
270,102,1
153,233,82
245,238,1
13,191,7
12,99,476
76,183,1
153,276,336
41,126,1
19,123,1
113,148,237
34,211,12
263,295,232
41,202,166
22,133,295
200,135,234
242,19,182
268,229,5
299,201,1
283,293,131
204,134,11
85,114,1
270,199,12
27,79,312
151,33,38
98,10,10
57,255,370
97,37,15
71,285,166
293,222,4
255,42,5
210,182,158
118,149,90
71,138,329
95,298,185
73,233,251
250,298,1
267,39,90
121,63,1
94,74,42
145,60,300
20,83,167
249,208,10
125,215,1
254,60,267
1,176,225
90,102,153
227,104,225
213,200,205
89,228,7
157,258,1
82,134,397
170,27,177
242,275,7
146,279,50
200,178,337
270,183,124
19,39,243
104,175,1
273,218,1
211,236,1
15,161,53
298,65,348
230,143,72
299,103,1
19,143,8
87,155,1
270,134,14
75,78,5
113,237,340
201,270,1
46,271,1
203,66,66
122,203,300
252,255,13
51,29,1
210,207,225
6,28,195
104,115,5
248,134,63
67,268,1
150,149,1
108,279,1
195,71,130
52,148,1
124,297,1
84,252,9
191,226,300
190,186,5
121,266,1
40,136,14
193,140,128
39,261,1
23,212,11
133,48,83
177,189,244
129,29,1
296,34,1
84,209,1
206,232,1
296,169,8
272,157,1
126,185,1
87,282,9
55,21,1
15,166,1
99,43,4
75,134,10
102,164,68
114,68,9
142,111,54
89,260,8
222,245,220
220,166,103
269,165,204
173,140,269
11,169,105
150,152,23
259,283,1
146,244,111
293,52,1
262,155,5
268,143,219
217,241,1083
109,120,9
237,237,383
192,92,187
195,27,21
92,260,1
29,111,1
242,239,40
54,97,1
122,73,658
80,60,1
166,264,6
223,168,119
148,237,17
51,165,219
279,64,12
55,270,1
79,250,1
32,50,10
21,296,242
207,290,371
68,80,1
64,8,376
227,135,214
216,50,82
109,159,223
237,141,331
114,134,0
150,122,200
127,151,219
177,149,252
216,157,1
265,108,209
4,3,246
89,106,91
101,186,1
283,117,342
296,160,14
271,99,188
159,142,1
167,280,279
44,111,99
49,72,53
102,45,301
190,71,1
127,293,1
84,217,1001
192,238,1
148,145,286
113,233,284
70,291,1
117,243,185
1,2,1
56,215,64
11,224,33
267,233,1
134,189,2
172,42,9
137,37,14
256,160,869
179,56,1
218,255,483
233,11,10
77,7,12
231,69,8
282,292,1
296,118,659
247,94,15
46,23,3
82,250,877
184,16,36
165,258,379
168,261,9
69,246,217
237,257,12
118,18,1
19,162,194
246,102,1
260,4,0
154,5,1
269,30,5
121,39,11
219,227,179
163,242,127
179,32,123
96,258,233
243,238,1
5,264,12
148,178,4
255,43,46
103,118,1
197,75,231
180,254,9
68,291,145
200,223,1
97,94,27
65,154,53
269,45,3
69,110,85
154,241,6
147,119,713
125,25,179
95,65,1
180,160,18
235,191,56
134,162,30
44,6,113
205,119,205
199,46,124
190,118,234
284,209,1
126,100,1
288,239,870
129,172,10
204,118,157
192,98,237
24,82,126
244,59,26
179,62,1
110,226,40
260,264,15
5,1,348
283,65,1
66,194,1
105,264,186
201,199,226
123,96,8
229,80,1
12,238,3
197,80,1236
5,263,212
115,144,156
228,70,75
78,222,241
144,112,67
269,118,13
203,117,339
247,106,20
144,58,1
180,38,14
65,46,246
45,98,3
131,88,1
152,64,4
269,177,13
254,224,186
226,211,10
112,111,343
281,174,5
55,203,7
31,174,341
163,183,221
102,93,1
167,57,140
27,134,1
138,125,1
95,47,1
259,109,13
178,294,205
216,182,337
3,288,38
40,119,1
82,285,1
194,261,58
65,128,2
173,291,198
254,103,1
234,109,1
173,150,179
21,157,1
152,65,235
54,202,200
265,158,1
112,68,229
76,39,1
19,143,51
105,280,195
285,131,574
11,293,1
91,125,114
215,99,1
208,210,2
124,152,3
127,0,12
68,86,14
232,278,12
230,88,12
132,222,1
22,1,5
192,161,1
146,241,96
242,44,1
289,169,14
23,0,74
47,41,7
157,69,166
100,186,6
236,224,11
224,11,10
120,26,134
147,66,14
196,192,0
18,170,2
8,211,1
71,54,358
64,259,381
33,79,1
102,89,1
112,26,72
233,276,1
200,243,299
14,243,102
181,120,0
141,16,9
186,42,60
87,225,192
81,206,300
11,89,132
96,196,1
89,55,18
208,238,311
5,146,120
183,230,1
56,205,6
125,224,0
192,57,3
190,290,10
71,282,4
144,186,10
187,158,69
166,121,26
113,221,204
96,140,65
231,129,236
122,133,1
36,107,1
249,135,1
238,52,1
210,196,232
155,134,50
186,116,760
73,240,47
13,42,9
282,152,12
253,167,29
48,290,4
73,7,230
28,41,205
56,98,5
267,267,127
115,177,140
97,67,6
67,73,195
200,50,0
51,284,7
119,281,85
86,136,49
273,148,0
284,122,6
71,35,174
235,236,51
169,239,1
7,165,6
244,33,1
218,66,98
281,263,159
256,111,36
92,97,1
189,230,28
42,146,1
273,35,4
164,36,1
181,204,1
259,211,10
214,12,212
207,272,191
163,192,10
165,174,2
85,225,56
80,151,15
164,289,958
279,85,17
80,193,178
141,246,276
9,289,15
214,228,43
78,103,1
141,77,55
75,143,90
178,253,828
137,36,1
27,213,16
159,250,1
258,114,6
98,144,51
217,222,5
255,230,9
218,136,203
30,71,69
195,35,1
101,128,9
245,245,11
36,108,12
251,165,1
258,1,529
73,265,8
28,240,1
134,59,1
103,97,199
39,122,1
67,102,0
4,81,244
254,224,179
28,131,40
84,72,4
171,73,128
245,224,1
141,296,75
13,204,167
140,27,389
256,172,317
280,116,1
80,78,9
63,28,80
111,295,15
82,98,387
101,286,1
291,291,465
8,154,32
190,169,0
291,194,251
150,234,1
254,228,16
153,100,1
280,148,0
144,63,1
226,163,1
190,11,903
196,68,4
24,30,21
115,49,1
145,239,8
39,247,1
96,130,1
188,184,96
236,244,8
15,220,5
36,75,0
21,242,3
171,229,1
36,20,6
160,273,79
7,287,1
119,186,150
272,256,1
169,244,3
90,98,1
245,159,167
182,55,161
197,103,10
221,32,223
146,125,202
137,286,4
144,32,198
164,30,1
136,269,95
131,90,0
114,34,380
128,2,7
43,299,7
29,239,72
138,59,248
249,48,3
94,297,108
117,164,0
198,26,4
116,7,104
10,75,13
28,53,10
86,277,177
262,50,24
149,296,1
252,275,1
258,107,1
46,295,433
278,284,14
264,296,7
156,197,13
182,280,10
251,56,237
12,113,329
9,290,1
283,30,1
164,236,9
273,163,726
135,64,1
230,146,706
188,139,14
287,9,1
29,241,370
215,43,7
147,268,213
161,133,231
197,51,6
148,223,1
34,167,96
128,158,24
107,94,14
143,253,164
222,171,1
14,96,1
64,185,237
197,212,9
94,113,367
209,71,11
74,131,239
173,171,1
224,221,1
126,45,244
177,257,1
207,19,1
178,113,1
285,146,156
141,171,3
253,219,51
196,180,244
119,119,14
225,179,1
19,23,9
201,12,1
73,90,148
14,265,1
211,297,1
145,19,7
295,67,154
145,299,2
77,177,14
165,124,12
141,58,1
67,195,10
92,207,14
33,266,158
51,66,163
131,110,367
83,173,1041
32,191,1
29,1,362
172,0,145
214,266,15
173,211,333
249,91,1
107,224,204
6,287,1
52,234,584
141,226,148
155,120,82
164,57,9
239,136,238
178,89,1
0,123,15
213,290,1
123,193,139
260,269,302
111,45,1
136,42,1
153,176,1
245,108,181
266,142,7
153,107,88
280,57,1
106,248,10
2,104,1
114,184,394
140,80,1
170,171,182
198,111,1
139,138,111
175,14,9
165,276,7
96,6,8
247,67,1126
23,41,1
181,211,1
296,188,170
109,250,1
120,83,191
132,102,189
52,55,1
78,99,1
129,227,14
235,110,117
141,108,44
73,123,1
75,215,186
296,54,197
249,14,1
132,125,206
263,264,1
294,70,1
212,26,1
128,168,1
117,143,1
254,190,1
54,105,1
249,259,1
250,176,1
182,103,23
136,54,4
128,294,1
251,142,4
203,219,1
56,20,2
5,24,20
131,208,146
31,74,32
188,223,8
287,3,472
107,14,127
168,189,1
30,12,340
124,157,1
42,128,12
195,49,10
208,244,99
150,246,174
131,171,12
148,190,70
143,27,1
243,153,85
203,250,174
1,98,0
193,227,1
132,4,57
72,33,14
69,153,47
50,252,0
166,163,0
0,257,192
263,252,1
33,197,1
144,73,307
122,51,1
273,276,1
235,175,1
111,186,366
43,113,61
214,92,242
23,271,1
91,254,1
296,150,264
254,76,387
263,280,245
166,22,52
244,171,57
131,260,41
114,182,232
134,42,151
40,1,1
222,194,252
17,41,1
205,161,200
52,188,218
145,247,218
111,129,13
117,274,79
24,116,229
45,38,0
54,83,113
228,46,1
52,180,7
185,263,81
206,266,1
126,281,15
221,257,269
254,31,1
48,3,1
212,10,140
227,131,219
234,180,160
18,49,1
262,268,663
244,11,1
237,286,50
219,214,162
88,274,1
11,104,135
258,250,1006
155,221,1
132,131,224
15,275,12
251,170,6
12,176,241
267,121,24
190,86,16
256,193,12
9,196,319
45,55,277
156,277,197
54,5,5
44,23,1
144,138,1
268,119,1
164,130,254
139,241,3
9,1,26
164,1,1
282,144,11
173,253,211
163,286,10
35,126,1
233,187,1
190,28,186
125,152,9
181,156,18
135,299,33
76,48,1
211,64,1
165,267,203
163,105,9
140,219,51
71,124,303
286,86,589
149,227,10
232,6,89
253,58,1
230,144,8
279,111,274
60,295,12
132,118,1
170,297,6
41,264,5
155,254,144
207,117,128
262,12,1
293,282,0
160,19,32
77,114,1195
201,215,235
280,273,1
246,44,210
127,91,93
252,183,133
19,176,203
265,182,179
13,23,226
76,53,119
58,207,1
198,45,203
244,61,52
253,203,128
3,135,174
122,189,237
295,93,87
244,290,39
177,291,13
60,262,217
205,235,118
51,115,225
107,63,1
206,260,1
19,244,248
28,139,248
297,112,59
37,52,126
248,103,233
233,102,409
67,218,11
81,201,91
267,107,156
257,45,1
2,117,4
249,61,1
172,248,1
73,146,30
172,9,150
266,138,9
62,127,1
175,80,229
148,157,1
69,44,53
249,202,1
255,295,10
205,205,231
111,186,10
56,270,13
226,256,1
177,182,1
59,288,16
116,199,11
40,292,387
129,227,239
39,250,113
255,121,150
111,208,10
92,256,5
52,54,401
263,139,314
77,225,12
236,27,166
29,259,314
69,18,4
47,242,180
252,29,12
271,139,34
269,82,120
207,53,106
288,292,70
44,128,5
234,138,10
9,182,194
200,150,341
110,136,10
285,137,1
73,119,43
94,184,292
138,269,1
4,225,103
17,88,0
224,44,203
7,25,1
103,164,221
11,110,207
275,253,126
78,165,162
5,187,1
274,296,56
263,208,1
288,148,47
190,41,236
79,207,4
174,195,111
255,127,7
167,99,240
229,275,1
287,124,1
138,205,76
68,67,4
182,251,2
278,265,11
86,244,254
1,57,9
267,196,230
261,204,1
216,216,9
195,243,1
16,62,11
53,138,100
190,198,144
128,246,1
275,298,57
135,127,33
58,262,242
124,250,8
115,34,539
149,121,136
292,167,1
274,99,254
38,171,218
239,19,93
108,296,6
251,125,1
237,167,1
36,189,1
131,141,6
204,127,75
290,260,5
27,213,1
204,35,336
117,175,79
114,258,159
87,261,2
273,71,144
279,30,7
113,284,159
266,280,1
15,199,13
7,73,80
278,17,9
227,0,3
188,182,1
232,200,151
199,151,1
79,153,240
27,225,2
288,161,91
117,62,206
22,290,352
242,273,180
120,115,1
20,202,45
117,12,1
155,182,4
74,240,1
262,154,1
207,230,48
67,195,1
111,62,13
197,191,1204
43,125,1
255,280,1
167,120,140
146,193,252
104,81,30
237,210,1
4,228,9
237,219,360
288,278,13
170,16,1
10,158,1
93,177,1
162,152,191
175,169,1
91,155,92
81,246,4
204,207,354
120,117,9
188,124,42
178,175,264
106,187,4
109,276,198
18,106,1
64,67,0
191,291,6
74,70,371
255,78,1167
18,149,1
76,92,172
191,239,160
114,28,157
3,159,87
119,275,80
174,68,252
194,209,31
181,50,176
180,112,192
207,46,1
273,233,237
163,175,1
298,267,4
295,192,54
191,115,1
153,118,13
72,190,1
164,36,218
148,199,6
43,256,242
149,54,1
198,132,9
96,229,228
128,184,32
249,35,169
20,181,764
13,89,229
260,136,1
217,41,1
139,259,2
147,90,1
125,226,1
292,239,249
262,112,158
19,183,31
116,38,270
152,27,110
191,156,7
208,166,1155
298,35,1
262,156,11
45,16,98
65,98,213
207,115,1165
246,59,4
120,272,291
103,59,207
259,219,3
9,261,12
43,18,1
296,216,138
127,220,231
2,40,1
254,218,2
61,7,209
70,283,153
267,149,7
7,168,1
105,58,0
147,236,13
269,199,397
256,213,253
281,29,6
39,0,69
37,200,6
200,189,323
218,113,5
268,34,1
109,156,14
172,285,1
1,237,17
69,180,1
249,16,212
261,256,1
250,92,1
123,76,197
226,277,142
167,164,213
208,274,0
144,161,1
62,16,2
223,185,166
234,79,1
194,74,338
127,56,601
257,70,11
177,186,160
134,237,1
149,281,1
61,59,12
89,190,178
75,241,1
263,42,103
204,281,55
149,21,172
205,97,14
289,220,14
106,190,111
114,196,255
58,119,311
264,171,1
20,98,188
77,176,2
159,36,1
189,284,1
193,28,7
289,226,136
123,299,589
20,290,246
299,284,12
49,82,119
182,226,196
207,7,195
62,67,1
176,219,275
92,196,165
178,30,11
141,239,1
158,237,211
229,168,4
44,44,197
54,24,253
20,62,1
147,52,137
123,43,291
72,187,103
190,126,71
232,227,1
3,182,1
242,183,1
54,57,333
259,163,228
210,44,215
145,212,5
199,143,108
122,71,1212
135,273,14
19,154,1
177,36,1
104,187,153
214,286,72
248,77,6
286,142,1
162,148,136
232,290,8
37,224,1
149,233,1
196,273,350
200,118,15
274,296,128
297,141,1
207,178,1
265,107,9
94,131,1
228,56,4
68,215,1
29,40,58
36,144,402
160,234,1
